nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
COUWW-1,T_COUWW-1,48W00000COUWW-16,WIND,Cour Wind farm (Scotland) Ltd,T,true,Cour Wind Farm,CWF2016,-1.000,20.500,P,-0.0301340,-0.400,-0.400,8.200,8.200,true,false,,,
COVNB-1,T_COVNB-1,,OTHER,Pivoted Power LLP,T,true,Pivot Power Coventry,PIVOT,-58.257,49.900,C,0.0073472,-23.303,-23.303,19.960,19.960,true,false,,,
COWB-1,T_COWB-1,,,Pivoted Power LLP,T,true,Cowley,PIVOT,-49.762,50.431,C,0.0199799,-19.905,-19.905,20.172,20.172,true,false,,,
COWE1,E_COWE1,48W0000000COWE13,OCGT,RWE Generation UK plc,E,true,Cowes Main Unit 1,INNOGY01,-2.000,70.000,P,0.0199799,-0.800,-0.800,28.000,28.000,true,false,_H,Southern,
COWE2,E_COWE2,48W0000000COWE21,OCGT,RWE Generation UK plc,E,true,Cowes Main Unit 2,INNOGY01,-2.000,70.000,P,0.0199799,-0.800,-0.800,28.000,28.000,true,false,_H,Southern,
CRDEW-1,T_CRDEW-1,,WIND,EDF Energy Customers Limited,T,true,Crossdykes WF-1,LENCO,0.000,24.000,C,-0.0088069,0.000,0.000,9.600,9.600,true,false,,,
CRDEW-2,T_CRDEW-2,,WIND,EDF Energy Customers Limited,T,true,Crossdykes WF-2,LENCO,-2.000,24.000,C,-0.0088069,-0.800,-0.800,9.600,9.600,true,false,,,
CREAW-1,T_CREAW-1,,WIND,Creag Riabhach Wind Farm Ltd,T,true,Creag Riabhach Wind Farm,CREAGWF1,-20.137,93.000,P,-0.0301340,-8.055,-8.055,37.200,37.200,true,false,,,
CRGHD-1,T_CRGHD-1,,,Statkraft Markets Gmbh,T,false,Carraig Gheal Wind Farm,STATKRA1,-0.200,0.000,P,-0.0301340,-0.123,-0.123,0.000,0.000,false,true,,,
CRGHW-1,T_CRGHW-1,48W00000CRGHW-1X,WIND,Statkraft Markets Gmbh,T,true,Carraig Gheal Wind Farm,STATKRA1,-0.200,46.000,P,-0.0301340,-0.080,-0.080,18.400,18.400,true,false,,,
CRGTW-1,E_CRGTW-1,,WIND,British Gas Trading Ltd,E,true,Craig 2 Wind Farm,BRITGAS,-0.200,4.700,P,-0.0088069,-0.080,-0.080,1.880,1.880,true,false,_N,South Scotland,
CRMHW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
CRMLW-1,T_CRMLW-1,48W00000CRMLW-1E,WIND,EDF Energy Customers Limited,T,true,Corriemoillie,LENCO,0.000,44.000,C,-0.0301340,0.000,0.000,17.600,17.600,true,false,,,
CRMNW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
CROYD-2,E_CROYD-2,,,Whitetower Energy Limited,E,true,Croydon PS,FDUN1,-6.000,50.000,P,0.0120522,-2.400,-2.400,20.000,20.000,true,false,_J,South Eastern,
CRSSB-1,E_CRSSB-1,,,Arenko Cleantech Limited,E,true,Carnegie Road 1,AG,-20.630,20.000,P,0.0013166,-8.252,-8.252,8.000,8.000,true,false,_D,Merseyside North Wales,
CRUA-1,T_CRUA-1,48W000000CRUA-16,PS,Drax Pumped Storage Limited,T,true,T_CRUA-1,DPSL,-134.000,123.000,C,-0.0088069,3.806,3.806,-3.493,-3.493,false,false,,,
CRUA-2,T_CRUA-2,48W000000CRUA-24,PS,Drax Pumped Storage Limited,T,true,T_CRUA-2,DPSL,-134.000,124.760,C,-0.0088069,4.556,4.556,-4.242,-4.242,false,false,,,
CRUA-3,T_CRUA-3,48W000000CRUA-32,PS,Drax Pumped Storage Limited,T,true,T_CRUA-3,DPSL,-120.000,100.000,C,-0.0088069,2.808,2.808,-2.340,-2.340,false,false,,,
CRUA-4,T_CRUA-4,48W000000CRUA-40,PS,Drax Pumped Storage Limited,T,true,T_CRUA-4,DPSL,-120.000,104.000,C,-0.0088069,5.712,5.712,-4.950,-4.950,false,false,,,
CRUAD-1,T_CRUAD-1,,,Drax Pumped Storage Limited,T,true,T_CRUAD-1,DPSL,-10.000,0.640,C,-0.0088069,0.000,0.000,0.000,0.000,false,false,,,
CRYRW-1,,48W00000CRYRW-1N,WIND,,,,,,,,,,,,,,false,false,,,
CRYRW-2,T_CRYRW-2,48W00000CRYRW-2L,WIND,Eneco Energy Trade,T,true,Crystal Rig II Windfarm,ENECOUK,-13.480,149.380,P,-0.0088069,-5.392,-5.392,59.752,59.752,true,false,,,
CRYRW-3,T_CRYRW-3,,WIND,Eneco Energy Trade,T,true,Crystal Rig III,ENECOUK,-0.100,13.800,P,-0.0088069,-0.040,-0.040,5.520,5.520,true,false,,,
CULJD-1,T__HYELT002,,,EDF Energy Customers Limited,T,false,UKAEA Culham Jet,LENCO,0.000,0.000,C,0.0199799,0.000,0.000,0.000,0.000,false,false,,,
CUMHW-1,T_CUMHW-1,,WIND,EDF Energy Customers Limited,T,true,Cumberhead wind energy limited,LENCO,-2.000,52.000,C,-0.0088069,-0.800,-0.800,20.800,20.800,true,false,,,
CUPAB-1,E_CUPAB-1,,OTHER,Octopus Energy Trading Limited,E,true,Coupar Battery Storage,COPPER,-41.543,41.314,C,-0.0301340,-16.617,-16.617,16.526,16.526,true,false,_P,North Scotland,
CWMD-1,E_CWMD-1,,,RWE Generation UK plc,E,false,Cwm Dyli,INNOGY01,-1.000,9.900,P,0.0013166,-0.132,-0.132,1.304,1.304,false,false,_D,Merseyside North Wales,
DALQW-1,T_DALQW-1,,WIND,Statkraft Markets Gmbh,T,true,Dalquhandy  Wind Farm,STATKRA1,-0.500,42.000,P,-0.0088069,-0.200,-0.200,16.800,16.800,true,false,,,
DALRD-1,T_DALRD-1,,,EDF Energy Customers Limited,T,true,T_DALRD-1,LENCO,-6.000,0.000,C,-0.0088069,-3.320,-3.320,0.000,0.000,false,false,,,
DALSW-1,E_DALSW-1,48W00000DALSW-1M,WIND,Mobius Renewables Gen. (GB),E,true,Dalswinton Windfarm,AIRGEN,-0.140,30.000,C,-0.0088069,-0.056,-0.056,12.000,12.000,true,false,_N,South Scotland,
DAMC-1,T_DAMC-1,48W000000DAMC-1M,CCGT,VPI Power Limited,T,true,Damhead Creek Ltd.,SPGEN01,-12.000,820.000,P,0.0120522,-4.800,-4.800,328.000,328.000,true,false,,,
DBAWO-1,T_DBAWO-1,48W00000DBAWO-1J,WIND,Doggerbank OWF Project 1,T,true,Dogger Bank A Offshore WF 1,DBNKOWF1,-1.000,302.400,P,-0.0051169,-0.400,-0.400,120.960,120.960,true,false,,,
DBAWO-2,T_DBAWO-2,48W00000DBAWO-2H,WIND,Doggerbank OWF Project 1,T,true,Dogger Bank A Offshore WF 2,DBNKOWF1,-1.350,304.000,P,-0.0051169,-0.540,-0.540,121.600,121.600,true,false,,,
DBAWO-3,T_DBAWO-3,48W00000DBAWO-3F,WIND,Doggerbank OWF Project 1,T,true,Dogger Bank A Offshore WF 3,DBNKOWF1,-1.370,302.800,P,-0.0051169,-0.548,-0.548,121.120,121.120,true,false,,,
DBAWO-4,T_DBAWO-4,48W00000DBAWO-4D,WIND,Doggerbank OWF Project 1,T,true,Dogger Bank A Offshore WF 4,DBNKOWF1,-1.000,152.600,P,-0.0051169,-0.400,-0.400,61.040,61.040,true,false,,,
DBAWO-5,T_DBAWO-5,48W00000DBAWO-5B,WIND,Doggerbank OWF Project 1,T,true,Dogger Bank A Offshore WF 5,DBNKOWF1,-1.000,138.200,P,-0.0051169,-0.400,-0.400,55.280,55.280,true,false,,,
DBFRM-1,E_DBFRM-1,,,Conrad Energy (Trading) Ltd,E,true,Down Barn Farm,CONRAD,-1.000,20.000,C,0.0199799,-0.400,-0.400,8.000,8.000,true,false,_H,Southern,
DDGNO-1,T_DDGNO-1,48W00000DDGNO-1E,WIND,Dudgeon Offshore Wind Ltd,T,true,Dudgeon Generator BMU 1,DUDGEON,-1.818,108.000,P,0.0042196,-0.727,-0.727,43.200,43.200,true,false,,,
DDGNO-2,T_DDGNO-2,48W00000DDGNO-2C,WIND,Dudgeon Offshore Wind Ltd,T,true,Dudgeon Generator BMU 2,DUDGEON,-1.320,90.000,P,0.0042196,-0.528,-0.528,36.000,36.000,true,false,,,
DDGNO-3,T_DDGNO-3,48W00000DDGNO-3A,WIND,Dudgeon Offshore Wind Ltd,T,true,Dudgeon Generator BMU 3,DUDGEON,-1.816,102.000,P,0.0042196,-0.726,-0.726,40.800,40.800,true,false,,,
DDGNO-4,T_DDGNO-4,48W00000DDGNO-48,WIND,Dudgeon Offshore Wind Ltd,T,true,Dudgeon Generator BMU 4,DUDGEON,-1.400,102.000,P,0.0042196,-0.560,-0.560,40.800,40.800,true,false,,,
DEAND-1,T_DEAND-1,,,SSE Generation Ltd,T,false,Deanie Station Demand,SSEGEN,-0.300,0.000,C,-0.0301340,-0.113,-0.113,0.000,0.000,false,false,,,
DEEP-1,,48W000000DEEP-1N,CCGT,,,,,,,,,,,,,,false,false,,,
DERBY-2,E_DERBY-1,,,Whitetower Energy Limited,E,true,DERBY,FDUN1,-6.000,56.084,P,0.0073472,-2.400,-2.400,22.434,22.434,true,false,_B,East Midlands,
DERW-1,E_DERW-1,48W000000DERW-14,,UK Power Reserve Limited,E,true,Derwent Cogeneration Ltd,UKPR,-3.000,218.000,P,0.0073472,-1.200,-1.200,87.200,87.200,true,false,_B,East Midlands,
DEUCW-1,,48W00000DEUCW-1K,WIND,,,,,,,,,,,,,,false,false,,,
DIDC01G,E_DIDC1G,48W00000DIDC01G1,OCGT,RWE Generation UK plc,E,true,Didcot OCGT Unit 1,INNOGY01,0.000,25.000,P,0.0199799,0.000,0.000,10.000,10.000,true,false,_H,Southern,
DIDC02G,E_DIDC2G,48W00000DIDC02GZ,OCGT,RWE Generation UK plc,E,true,Didcot OCGT Unit 2,INNOGY01,0.000,25.000,P,0.0199799,0.000,0.000,10.000,10.000,true,false,_H,Southern,
DIDC03G,E_DIDC3G,48W00000DIDC03GW,OCGT,RWE Generation UK plc,E,true,Didcot OCGT Unit 3,INNOGY01,0.000,25.000,P,0.0199799,0.000,0.000,10.000,10.000,true,false,_H,Southern,
DIDC04G,E_DIDC4G,48W00000DIDC04GT,OCGT,RWE Generation UK plc,E,true,Didcot OCGT Unit 4,INNOGY01,0.000,25.000,P,0.0199799,0.000,0.000,10.000,10.000,true,false,_H,Southern,
DIDCB5,T_DIDCB5,48W000000DIDCB5C,CCGT,RWE Generation UK plc,T,true,Didcot B main unit 5,INNOGY01,-10.000,770.000,P,0.0199799,-4.000,-4.000,308.000,308.000,true,false,,,
DIDCB6,T_DIDCB6,48W000000DIDCB6A,CCGT,RWE Generation UK plc,T,true,Didcot B main unit 6,INNOGY01,-10.000,720.000,P,0.0199799,-4.000,-4.000,288.000,288.000,true,false,,,
DINO-1,T_DINO-1,48W000000DINO-1W,PS,First Hydro Company,T,true,Dinorwig 1,FSTHYDRO,-300.000,320.000,P,0.0013166,-120.000,-120.000,128.000,128.000,true,false,,,
DINO-2,T_DINO-2,48W000000DINO-2U,PS,First Hydro Company,T,true,Dinorwig 2,FSTHYDRO,-294.000,320.000,P,0.0013166,-117.600,-117.600,128.000,128.000,true,false,,,
DINO-3,T_DINO-3,48W000000DINO-3S,PS,First Hydro Company,T,true,Dinorwig 3,FSTHYDRO,-302.200,320.000,P,0.0013166,-120.880,-120.880,128.000,128.000,true,false,,,
DINO-4,T_DINO-4,48W000000DINO-4Q,PS,First Hydro Company,T,true,Dinorwig 4,FSTHYDRO,-294.000,320.000,P,0.0013166,-117.600,-117.600,128.000,128.000,true,false,,,
DINO-5,T_DINO-5,48W000000DINO-5O,PS,First Hydro Company,T,true,Dinorwig 5,FSTHYDRO,-299.000,320.000,P,0.0013166,-119.600,-119.600,128.000,128.000,true,false,,,
DINO-6,T_DINO-6,48W000000DINO-6M,PS,First Hydro Company,T,true,Dinorwig 6,FSTHYDRO,-294.000,320.000,P,0.0013166,-117.600,-117.600,128.000,128.000,true,false,,,
DJERE000,2__DJERE000,,,Shell Energy UK Limited,G,false,2__DJERE000,AMPERE,0.000,0.000,C,-0.0024907,0.000,0.000,0.000,0.000,false,false,_D,Merseyside and North Wales,
DNBAR-1,2__NSMAE001,,BIOMASS,Smartestenergy Limited,S,true,2__NSMAE001,SMARTEST,0.000,33.386,C,-0.0088069,0.000,0.000,6.343,6.343,false,false,_N,South Scotland,
DNGB21,T_DNGB21,48W000000DNGB216,NUCLEAR,EDF Energy Customers Limited,T,true,Dungeness B Generator 21,LENCO,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,
DNGB22,T_DNGB22,48W000000DNGB224,NUCLEAR,EDF Energy Customers Limited,T,true,Dungeness B Generator 22,LENCO,0.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,
DNGBD-1,T_DNGB-D,,,EDF Energy Customers Limited,T,true,Dungeness B Station Demand,LENCO,-16.000,0.000,C,0.0120522,-6.294,-6.294,0.000,0.000,false,false,,,
DNLWW-1,T_DNLWW-1,,WIND,SP Renewables (UK) Limited,T,true,Dunlaw Extension,SPCRE01,-2.000,29.750,P,-0.0088069,-0.800,-0.800,11.900,11.900,true,false,,,
DOLLB-1,E_DOLLB-1,,OTHER,Dollymans Storage Limited,E,true,Dollymans Storage,DLMS,-99.900,102.000,P,0.0042196,-39.960,-39.960,40.800,40.800,true,false,_A,Eastern,
DOREW-1,T_DOREW-1,,WIND,Dorenell Windfarm Limited,T,true,Dorenell Wind Farm One,DORWIND,-3.300,156.920,P,-0.0301340,-1.320,-1.320,62.768,62.768,true,false,,,
DOREW-2,T_DOREW-2,,WIND,Dorenell Windfarm Limited,T,true,Dorenell Wind Farm Two,DORWIND,-3.300,156.920,P,-0.0301340,-1.320,-1.320,62.768,62.768,true,false,,,
DOUGW-1,T_DOUGW-1,,WIND,Erova Energy Limited,T,true,T-DOUGW-1,EROVAIRL,-0.532,45.000,P,-0.0088069,-0.213,-0.213,18.000,18.000,true,false,,,
DOWL-1,E_DOWL-1,,OTHER,Conrad Energy (Trading) Ltd,E,false,Dowlais II,CONRAD,-1.000,21.020,C,0.0162007,-0.140,-0.140,2.934,2.934,false,false,_K,South Wales,
DRAXD-1,E__MDRX001,,,Drax Power Ltd,E,true,E__MDRX001,DRAX,-90.000,49.000,P,-0.0051169,-36.000,-36.000,19.600,19.600,true,false,_M,Yorkshire,
DRAXD-2,E__MDRX002,,,Drax Power Ltd,E,true,Drax FGD Load,DRAX,-54.000,0.000,P,-0.0051169,-21.600,-21.600,0.000,0.000,true,false,_M,Yorkshire,
DRAXX-1,T_DRAXX-1,48W00000DRAXX-1E,BIOMASS,Drax Power Ltd,T,true,T_DRAXX-1,DRAX,0.000,665.248,P,-0.0051169,0.000,0.000,266.099,266.099,true,false,,,
DRAXX-10G,T_DRAXX-10G,48W000DRAXX-10G9,OCGT,Drax Power Ltd,T,true,T_DRAXX-10G,DRAX,0.000,32.728,P,-0.0051169,0.000,0.000,13.091,13.091,true,false,,,
DRAXX-12G,T_DRAXX-12G,48W000DRAXX-12G3,OCGT,Drax Power Ltd,T,true,T_DRAXX-12G,DRAX,0.000,32.000,P,-0.0051169,0.000,0.000,12.800,12.800,true,false,,,
DRAXX-2,T_DRAXX-2,48W00000DRAXX-2C,BIOMASS,Drax Power Ltd,T,true,T_DRAXX-2,DRAX,-25.260,669.400,P,-0.0051169,-10.104,-10.104,267.760,267.760,true,false,,,
DRAXX-3,T_DRAXX-3,48W00000DRAXX-3A,BIOMASS,Drax Power Ltd,T,true,T_DRAXX-3,DRAX,-32.241,661.400,P,-0.0051169,-12.896,-12.896,264.560,264.560,true,false,,,
DRAXX-4,T_DRAXX-4,48W00000DRAXX-48,BIOMASS,Drax Power Ltd,T,true,T_DRAXX-4,DRAX,-32.480,645.000,P,-0.0051169,-12.992,-12.992,258.000,258.000,true,false,,,
DRAXX-5,T_DRAXX-5,48W00000DRAXX-56,COAL,Drax Power Ltd,T,true,T_DRAXX-5,DRAX,0.000,645.000,P,-0.0051169,0.000,0.000,258.000,258.000,true,false,,,
DRAXX-6,T_DRAXX-6,48W00000DRAXX-64,COAL,Drax Power Ltd,T,true,T_DRAXX-6,DRAX,-31.945,645.000,P,-0.0051169,-12.778,-12.778,258.000,258.000,true,false,,,
DRAXX-9G,T_DRAXX-9G,48W0000DRAXX-9GR,OCGT,Drax Power Ltd,T,true,T_DRAXX-9G,DRAX,-1.040,32.454,P,-0.0051169,-0.416,-0.416,12.982,12.982,true,false,,,
DRDGW-1,,48W00000DRDGW-1B,WIND,,,,,,,,,,,,,,false,false,,,
DRSLW-1,T_DRSLW-1,48W00000DRSLW-17,WIND,SP Renewables (UK) Limited,T,true,Dersalloch Windfarm,SPCRE01,-2.500,69.000,P,-0.0088069,-1.000,-1.000,27.600,27.600,true,false,,,
DUMMW-1,,,WIND,,,,,,,,,,,,,,false,false,,,
DUNGW-1,T_DUNGW-1,48W00000DUNGW-14,WIND,Dunmaglass Wind Farm Limited,T,true,Dunmglass Windfarm 1,DNMG,-2.000,100.000,P,-0.0301340,-0.800,-0.800,40.000,40.000,true,false,,,
EAAO-1,T_EAAO-1,48W000000EAAO-1R,WIND,East Anglia One Limited,T,true,East Anglia One Offshore 1,EAOWIND,-6.600,358.000,P,0.0042196,-2.640,-2.640,143.200,143.200,true,false,,,
EAAO-2,T_EAAO-2,48W000000EAAO-2P,WIND,East Anglia One Limited,T,true,East Anglia One Offshore 2,EAOWIND,-7.500,367.000,P,0.0042196,-3.000,-3.000,146.800,146.800,true,false,,,
EAD-BRTN1,I_EAD-BRTN1,,,NESO,I,true,BritNed ND Dem Account,NGC,-1000.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
EAD-ELEC1,I_EAD-ELEC1,,,NESO,I,true,Eleclink NGC Dem Account,NGC,-1025.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,ELECLINK
EAD-EWIC1,I_EAD-EWIC1,,,NESO,I,true,EWIC NG Dem Account,NGC,-710.000,0.000,C,0.0013166,0.000,0.000,0.000,0.000,false,false,,,EWIC
EAD-FRAN1,I_EAD-FRAN1,,,NESO,I,true,EAD-FRAN1,NGC,-592.880,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
EAD-GRN1,I_EAD-GRN1,,,NESO,I,true,I_EAD-GRN1,NGC,-1450.000,0.000,C,0.0162007,0.000,0.000,0.000,0.000,false,false,,,GREENLINK
EAD-IFA2,I_EAD-IFA2,,,NESO,I,true,IFA2 NGESO Dem  Account,NGC,-1150.000,0.000,C,0.0199799,0.000,0.000,0.000,0.000,false,false,,,IFA2
EAD-MOYL1,I_EAD-MOYL1,,,NESO,I,true,Moyle Interconnector  C,NGC,-500.000,0.000,C,-0.0088069,0.000,0.000,0.000,0.000,false,false,,,MOYLE
EAD-NEMO1,I_EAD-NEMO1,,,NESO,I,true,NEMO NG Dem  Account,NGC,-1020.000,0.000,C,0.0120522,0.000,0.000,0.000,0.000,false,false,,,NEMOLINK
EAD-NSL1,I_EAD-NSL1,,,NESO,I,true,NSL1 NGESO Dem  Account,NGC,-1480.000,0.000,C,-0.0072556,0.000,0.000,0.000,0.000,false,false,,,NSL
EAD-VKL1,I_EAD-VKL1,,,NESO,I,true,Viking Link NGESO Dem Account,NGC,-1480.000,0.000,C,0.0073472,0.000,0.000,0.000,0.000,false,false,,,VIKINGLINK
EAG-BRTN1,I_EAG-BRTN1,,,NESO,I,true,BritNed NG Gen Account,NGC,0.000,1000.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,BRITNED
EAG-ELEC1,I_EAG-ELEC1,,INTELEC,NESO,I,true,Eleclink NGC Gen Account,NGC,0.000,1025.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,ELECLINK
EAG-EWIC1,I_EAG-EWIC1,,,NESO,I,true,EWIC NG Gen Account,NGC,0.000,500.000,P,0.0013166,0.000,0.000,0.000,0.000,false,false,,,EWIC
EAG-FRAN1,I_EAG-FRAN1,,,NESO,I,true,EAG-FRAN1,NGC,0.000,619.820,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,FRANCE
EAG-GRN1,I_EAG-GRN1,,,NESO,I,true,I_EAG-GRN1,NGC,0.000,1450.000,P,0.0162007,0.000,0.000,0.000,0.000,false,false,,,GREENLINK
EAG-IFA2,I_EAG-IFA2,,,NESO,I,true,IFA2 NGESO Gen Account,NGC,0.000,1100.000,P,0.0199799,0.000,0.000,0.000,0.000,false,false,,,IFA2
EAG-MOYL1,I_EAG-MOYL1,,,NESO,I,true,Moyle Interconnector P,NGC,0.000,500.000,P,-0.0088069,0.000,0.000,0.000,0.000,false,false,,,MOYLE
EAG-NEMO1,I_EAG-NEMO1,,,NESO,I,true,NEMO NG Gen Account,NGC,0.000,1046.000,P,0.0120522,0.000,0.000,0.000,0.000,false,false,,,NEMOLINK
EAG-NSL1,I_EAG-NSL1,,,NESO,I,true,NSL1 NGESO Gen Account,NGC,0.000,1400.000,P,-0.0072556,0.000,0.000,0.000,0.000,false,false,,,NSL
EAG-VKL1,I_EAG-VKL1,,,NESO,I,true,Viking Link  NGESO Gen Account,NGC,0.000,1400.000,P,0.0073472,0.000,0.000,0.000,0.000,false,false,,,VIKINGLINK
EARBW-1,,48W00000EARBW-1Q,WIND,,,,,,,,,,,,,,false,false,,,
EAS-ATL01,2__AIMPO000,,,SSE Energy Supply Limited,G,true,2__AIMPO000,SSE,-245.400,0.000,C,0.0042196,-173.890,-154.725,0.000,0.000,false,false,_A,Eastern,
EAS-AXPO1,2__AAXPO000,,,AXPO UK LIMITED,G,false,2__AAXPO000,EGLUK,-16.000,100.000,C,0.0042196,60.368,64.762,-377.300,-404.760,false,false,_A,Eastern,
EAS-BGS01,2__ABGAS000,,,British Gas Trading Ltd,G,true,2__ABGAS000,BRITGAS,-6.289,0.000,C,0.0042196,-3.167,-3.341,0.000,0.000,false,false,_A,Eastern,
EAS-BIZ01,2__ABIZZ000,,,British Gas Trading Ltd,G,true,2__ABIZZ000,BRITGAS,-64.752,0.000,C,0.0042196,-29.624,-24.081,0.000,0.000,false,false,_A,Eastern,
EAS-BRT01,2__ABULN000,,,Bryt Energy Limited,G,false,2__ABULN000,BULLION,-48.320,0.000,C,0.0042196,-29.374,-21.744,0.000,0.000,false,false,_A,Eastern,
EAS-EAS01,2__AEELC000,,,E.ON Energy Solutions Limited,G,true,2__AEELC000,PGENERGY,0.000,0.000,C,0.0092874,0.000,0.000,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-EDF01,2__AEDFE000,,,EDF Energy Customers Limited,G,true,EDFE_Eastern,LENCO,-360.000,0.000,C,0.0042196,-187.776,-186.516,0.000,0.000,false,false,_A,Eastern,
EAS-EDR01,2__AEDIR000,,,British Gas Trading Ltd,G,true,2__AEDIR000,BRITGAS,0.000,0.000,C,0.0059707,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
EAS-ENR01,2__AENRD000,,,British Gas Trading Ltd,G,true,2__AENRD000,BRITGAS,-232.992,48.000,C,0.0042196,-110.229,-77.563,22.709,15.979,false,false,_A,Eastern,
EAS-EON01,2__AEOND000,,,E.ON Next Energy Ltd,G,true,2__AEOND000,NITTWO01,-534.000,2.000,C,0.0042196,-268.442,-270.044,1.005,1.011,false,false,_A,Eastern,
EAS-EST01,2__AEENG000,,,E.ON Energy Solutions Limited,G,true,2__AEENG000,PGENERGY,0.000,0.000,C,0.0052759,0.000,0.000,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-GDF01,2__ARWED000,,,ENGIE Power Limited,G,true,2__ARWED000,RWETDL,-162.000,84.000,C,0.0042196,-92.632,-67.360,48.031,34.927,false,false,_A,Eastern,
EAS-HPW01,2__AHPOW000,,,Drax Energy Solutions Limited,G,true,2__AHPOW000,HAVEN,-196.296,1.000,C,0.0042196,-149.951,-119.662,0.764,0.610,false,false,_A,Eastern,
EAS-HVN01,2__AHAVE000,,,Drax Energy Solutions Limited,G,true,2__AHAVE000,HAVEN,0.000,38.280,C,0.0042196,0.000,0.000,7.273,7.273,false,false,_A,Eastern,
EAS-INE01,2__AINDE000,,,npower limited,G,true,INDE EASTERN,NEEB,-25.160,0.000,C,0.0080139,-12.703,-12.525,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-LON01,2__ALOND000,,,EDF Energy Customers Limited,G,true,LE Default BMUid EELC,LENCO,-620.000,0.000,C,0.0042196,-362.576,-277.698,0.000,0.000,false,false,_A,Eastern,
EAS-MEC01,2__ANUCE000,,,NDA,G,false,2__ANUCE000,MAGNOX,0.000,0.000,C,0.0042196,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
EAS-MID01,2__AMIDE000,,,Npower Limited,G,true,NPEC Eastern Area MIDE,NPOWER01,-7.300,0.000,C,0.0080139,-3.798,-3.970,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-MNW01,2__AMANW000,,,SP Energy Retail Ltd,G,false,2__AMANW000,SPSUP01,-1.000,0.000,C,0.0042196,-0.500,-0.500,0.000,0.000,false,false,_A,Eastern,
EAS-NEE01,2__ANEEB000,,,npower limited,G,true,2__ANEEB000,NEEB,-25.860,0.000,C,0.0080139,-14.944,-14.952,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-NPE01,2__ANATP000,,,Npower Commercial Gas Limited,G,true,NPEC Eastern Area NATP,NPOWER02,-286.000,82.000,C,0.0042196,-153.868,-97.612,44.116,27.987,false,false,_A,Eastern,
EAS-NWP01,2__ANORW000,,,E.ON Energy Solutions Limited,G,true,2__ANORW000,PGENERGY,0.000,0.000,C,0.0000502,0.000,0.000,0.000,0.000,false,false,_A,Eastern GSP Group,
EAS-OCT01,2__AMRCY000,,,Octopus Energy Limited,G,true,2__AMRCY000,MERCURY,-551.400,9.987,C,0.0042196,-255.133,-264.893,4.621,4.798,false,false,_A,Eastern,
EAS-OGA01,2__AOGAS000,,,British Gas Trading Ltd,G,true,2__AOGAS000,BRITGAS,-0.002,0.000,C,0.0042196,-0.001,-0.001,0.000,0.000,false,false,_A,Eastern,
EAS-OVO01,2__AOVOE000,,,OVO Electricity Ltd,G,false,2__AOVOE000,OVOE,-258.200,0.000,C,0.0042196,-121.638,-130.288,0.000,0.000,false,false,_A,Eastern,
EAS-PGE01,2__AEMEB000,,,E.ON Energy Solutions Limited,G,true,2__AEMEB000,PGENERGY,0.000,0.000,C,0.0042196,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
EAS-PGU01,2__APGEN000,,,E.ON UK plc,G,true,2__APGEN000,POWERGEN,0.000,0.000,C,0.0042196,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
EAS-RNW01,2__ARENC000,,,ECOTRICITY LIMITED,G,false,2__ARENC000,RENC,0.000,0.000,C,0.0042196,0.000,0.000,0.000,0.000,false,false,_A,Eastern,
EAS-SEE01,2__ASEEB000,,,EDF Energy Customers Limited,G,true,2__ASEEB000,LENCO,-2.000,0.000,C,0.0042196,-1.222,-0.944,0.000,0.000,false,false,_A,Eastern,
EAS-SEL01,2__ASMAR000,,,Smartestenergy Limited,G,true,2__ASMAR000,SMARTEST,-181.954,0.000,C,0.0042196,-118.434,-97.054,0.000,0.000,false,false,_A,Eastern,
EAS-SPC01,2__ASPOW000,,,SP Energy Retail Ltd,G,true,2__ASPOW000,SPSUP01,-270.800,0.000,C,0.0042196,-150.890,-151.106,0.000,0.000,false,false,_A,Eastern,
