nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
AG-GLIM01,2__GANGE001,,,Limejump Energy Limited,S,TRUE,2__GANGE001,ANGEL,-43.021,50,C,0.0039537,-16.262,-13.848,18.9,16.095,FALSE,FALSE,_G,North Western,
AG-GLIM02,2__GANGE002,,,Limejump Energy Limited,S,TRUE,2__GANGE002,ANGEL,-6.58,50,C,-0.0086334,-2.498,-2.112,18.985,16.045,FALSE,FALSE,_G,North Western,
AG-HLIM01,2__HANGE001,,,Limejump Energy Limited,S,TRUE,2__HANGE001,ANGEL,-20.791,50,C,0.0225389,-0.091,-0.081,0.22,0.195,FALSE,FALSE,_H,Southern,
AG-HLIM02,2__HANGE002,,,Limejump Energy Limited,S,TRUE,2__HANGE002,ANGEL,-40.865,50,C,0.0225389,-0.2,-0.151,0.245,0.185,FALSE,FALSE,_H,Southern,
AG-JLIM01,2__JANGE001,,,Limejump Energy Limited,S,FALSE,2__JANGE001,ANGEL,0,50,C,0.0136162,0,0,10.5,10.5,FALSE,FALSE,_J,South Eastern,
AG-JUKP01,2__JUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR S East,UKPR,-50,50,C,0.0136162,-21.64,-18.98,21.64,18.98,FALSE,FALSE,_J,South Eastern,
AG-KLIM01,2__KANGE001,,,Limejump Energy Limited,S,TRUE,2__KANGE001,ANGEL,0,50,C,0.0139397,0,0,11,11,FALSE,FALSE,_K,South Wales,
AG-LLIM02,2__LANGE002,,,Limejump Energy Limited,S,TRUE,2__LANGE002,ANGEL,-27.289,50,C,0.024847,-0.232,-0.229,0.425,0.42,FALSE,FALSE,_L,South Western,
AG-MLIM01,2__MANGE001,,,Limejump Energy Limited,S,TRUE,2__MANGE001,ANGEL,0,50,C,-0.0079685,0,0,11,11,FALSE,FALSE,_M,Yorkshire,
AG-MLIM02,2__MANGE002,,,Limejump Energy Limited,S,TRUE,2__MANGE002,ANGEL,0,50,C,-0.0079685,0,0,11,11,FALSE,FALSE,_M,Yorkshire,
AG-MSTK01,2__MSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_M2,STATKRA1,-50,50,C,0.0044623,-0.52,-0.625,0.52,0.625,FALSE,FALSE,_M,Yorkshire,
AG-MSTK02,2__MSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_M3,STATKRA1,-2,50,C,0.0044623,-0.058,-0.029,1.445,0.735,FALSE,FALSE,_M,Yorkshire,
AG-NLIM01,2__NANGE001,,,Limejump Energy Limited,S,TRUE,2_NANGE001,ANGEL,0,50,C,-0.0146251,0,0,11,11,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NSMA01,2__NSMAR002,,,Smartestenergy Limited,S,TRUE,2__NSMAR002,SMARTEST,-50,50,C,-0.0070039,-23.54,-22.33,23.54,22.33,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-PEDF01,2__PLOND001,,OTHER,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate N Scot 1,LENCO,-50,50,C,-0.0560366,-0.54,-0.72,0.54,0.72,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
AG-PSMA01,2__PSMAR001,,WIND,Smartestenergy Limited,S,TRUE,2__PSMAR001,SMARTEST,-50,50,C,-0.0242162,-19.935,-19.31,19.935,19.31,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
BERKB-1,E_BERKB-1,,,SMS Energy Services Limited,E,FALSE,Berkeley BESS,SMS1ENES,-50,50,C,0.0112507,-4.68,-4.68,4.68,4.68,FALSE,FALSE,_E,Midlands,
BLHLB-1,T_BLHLB-1,,OTHER,ZENOBE BLACKHILLOCK LIMITED,T,TRUE,T_BLHLB-1,ZENOBE4,-51.04,50,C,-0.0560366,-4.777,-4.777,4.68,4.68,FALSE,FALSE,,,
BLPFB-1,T_BLPFB-1,,,EDF Energy Customers Limited,T,TRUE,Bulphan Fen Warley Green BESS,LENCO,-50,50,C,0.0083715,-4.68,-4.68,4.68,4.68,FALSE,FALSE,,,
BRCHS-1,T_BRCHS-1,,OTHER,Burwell 11 Solar Ltd,T,TRUE,T_BRCHS-1,BREACHS1,-1.612,50,C,0.0083715,-0.645,-0.645,20,20,TRUE,FALSE,,,
BRGG-1,E_BRGG-1,48W000000BRGG-1M,CCGT,CBS ENERGY STORAGE ASSETS LTD,E,TRUE,Glanford Brigg,REGPOWER,-5,50,C,-0.0079685,-2,-2,20,20,TRUE,FALSE,_M,Yorkshire,
BROFB-1,E_BROFB-1,,,SMS Energy Services Limited,E,FALSE,Brook Farm BESS,SMS1ENES,-50,50,C,0.0083715,-0.82,-0.82,0.82,0.82,FALSE,FALSE,_A,Eastern GSP Group,
CMSTW-1,2__PEDGE003,,WIND,Edgware Energy Limited,S,TRUE,2__PEDGE003,EDGWARE,0,50,C,-0.0560366,0,0,17.84,17.84,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
CROYD-2,E_CROYD-2,,,Whitetower Energy Limited,E,TRUE,Croydon PS,FDUN1,-6,50,P,0.0136162,-2.4,-2.4,20,20,TRUE,FALSE,_J,South Eastern,
EXETR-2,E_EXETR-2,,,Whitetower Energy Limited,E,TRUE,Exeter,FDUN1,-6,50,P,0.024847,-2.4,-2.4,20,20,TRUE,FALSE,_L,South Western,
HUMR-2,T_HUMR-2,48W000000HUMR-2Y,,VPI Immingham Energy Park A,T,TRUE,HUMR-2,EPALTD,-8.36,50,P,0.0044623,-3.344,-3.344,20,20,TRUE,FALSE,,,
LITRB-1,E_LITRB-1,,OTHER,Tesla Motors Limited,E,TRUE,Little Raith BESS,TESLA,-50,50,P,-0.0377779,-20,-20,20,20,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
NEWTB-1,E_NEWTB-1,,,SMS Energy Services Limited,E,FALSE,Newton wood BESS,SMS1ENES,-50,50,C,0.0149883,-7.96,-7.96,7.96,7.96,FALSE,FALSE,_B,East Midlands,
NLSTB-1,T_NLSTB-1,,OTHER,Statkraft Markets Gmbh,T,TRUE,Neilston Battery 1,STATKRA1,-50,50,C,-0.0377779,-4.68,-4.68,4.68,4.68,FALSE,FALSE,,,
NNPW01,2__NNATP001,,WIND,Npower Commercial Gas Limited,S,TRUE,2__NNATP001,NPOWER02,0,50,C,-0.010788,0,0,12.5,12.5,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
NSC-NPE01,2__PNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC Scottish Hydro Area NATP,NPOWER02,-96,50,C,-0.0560366,-45.955,-37.882,23.935,19.73,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
RHEI-4,E_RHEI-1,,,Statkraft Markets Gmbh,E,TRUE,E_RHEI-1,STATKRA1,0,50,P,0.01133,0,0,20,20,TRUE,FALSE,_D,Merseyside and North Wales,
ROARB-1,E_ROARB-1,,OTHER,Tesla Motors Limited,E,TRUE,Roaring Hill BESS,TESLA,-50,50,P,-0.0377779,-20,-20,20,20,TRUE,FALSE,_N,SOUTH of SCOTLAND GSP,
SEE-NPE01,2__JNATP000,,,Npower Commercial Gas Limited,G,TRUE,NPEC SEEBOARD Area NATP,NPOWER02,-206,50,C,0.0136162,-129.615,-104.833,31.46,25.445,FALSE,FALSE,_J,South Eastern,
SLOY-1,M_SLOY-1,48W000000SLOY-1C,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G1,SSEGEN,-0.1,50,P,-0.0560366,-0.04,-0.04,20,20,TRUE,FALSE,,,
SUTBS-1,T_SUTBS-1,48W00000SUTBS-10,OTHER,EDF Energy Customers Limited,T,TRUE,Sutton Bridge Solar Farm,LENCO,-2,50,C,0.0083715,-0.8,-0.8,20,20,TRUE,FALSE,,,
SWGTB-1,2__MCMRO003,48W00000SWGTB-15,,BGI Trading Limited,S,TRUE,2__MCMRO003,CAMARO,-50,50,C,0.0044623,-20.2,-17.365,20.2,17.365,FALSE,FALSE,_M,Yorkshire,
THRNL-1,E_THRNL-1,,,Whitetower Energy Limited,E,TRUE,THORNHILL PS,FDUN1,-6,50,P,0.0044623,-2.4,-2.4,20,20,TRUE,FALSE,_M,Yorkshire,
VKING-2,E_VKING-2,,,Whitetower Energy Limited,E,TRUE,Viking,FDUN1,-6,50,P,-0.0004839,-2.4,-2.4,20,20,TRUE,FALSE,_F,_F - Northern,
AG-NFLX09,2__NFLEX009,,OTHER,Flexitricity Limited,S,TRUE,2__NFLEX009,FLEXTRCY,-42.75,49.906,C,-0.0377779,-0.385,-0.47,0.449,0.549,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-BEDG01,2__BEDGE001,,,Edgware Energy Limited,S,TRUE,2__BEDGE001,EDGWARE,0,49.9,C,0.0149883,0,0,10.479,10.479,FALSE,FALSE,_B,East Midlands,
BREDB-1,T_BREDB-1,,,Pivoted Power LLP,T,TRUE,BREDBURY BESS,PIVOT,-57,49.9,C,0.0039537,-22.8,-22.8,19.96,19.96,TRUE,FALSE,,,
COVNB-1,T_COVNB-1,,OTHER,Pivoted Power LLP,T,TRUE,Pivot Power Coventry,PIVOT,-58.257,49.9,C,0.0149883,-23.303,-23.303,19.96,19.96,TRUE,FALSE,,,
LARKS-1,T_LARKS-1,48W00000LARKS-1F,OTHER,Cero Generation Services Ltd,T,TRUE,Larks Green Solar,CERO,-0.5,49.9,P,0.024847,-0.2,-0.2,19.96,19.96,TRUE,FALSE,,,
PILLB-1,E_PILLB-1,,,BP Gas Marketing Limited,E,TRUE,Pillswood 1 Battery Storage,BPGAS,-49.9,49.9,P,0.0044623,-19.96,-19.96,19.96,19.96,TRUE,FALSE,_M,Yorkshire,
PILLB-2,E_PILLB-2,,,BP Gas Marketing Limited,E,TRUE,Pillswood 2 Battery Storage,BPGAS,-49.9,49.9,P,0.0044623,-19.96,-19.96,19.96,19.96,TRUE,FALSE,_M,Yorkshire,
RICHB-1,T_RICHB-1,,OTHER,Limejump Energy Limited,T,TRUE,Richborough Energy Park 1,ANGEL,-49.9,49.9,C,0.0136162,-19.96,-19.96,19.96,19.96,TRUE,FALSE,,,
RICHB-2,T_RICHB-2,,OTHER,Limejump Energy Limited,T,TRUE,Richborough Energy Park 2,ANGEL,-49.9,49.9,C,0.0136162,-19.96,-19.96,19.96,19.96,TRUE,FALSE,,,
SKELB-1,E_SKELB-1,,,Tesla Motors Limited,E,TRUE,Skelmersdale Battery,TESLA,-50.642,49.9,P,0.0039537,-20.257,-20.257,19.96,19.96,TRUE,FALSE,_G,North Western,
SUNDB-1,T_SUNDB-1,,,Pivoted Power LLP,T,TRUE,SUNDON BESS,PIVOT,-57,49.9,C,0.0083715,-22.8,-22.8,19.96,19.96,TRUE,FALSE,,,
AG-HLIM03,2__HANGE003,,,Limejump Energy Limited,S,TRUE,2__HANGE003,ANGEL,-52.284,49.813,C,0.0225389,-0.878,-1.056,0.837,1.006,FALSE,FALSE,_H,Southern,
KINCW-1,E_KINCW-1,48W00000KINCW-1F,WIND,Statkraft Markets Gmbh,E,TRUE,Kincardine Offshore Windfarm,STATKRA1,-0.5,49.6,P,-0.0560366,-0.2,-0.2,19.84,19.84,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
CLAYB-1,E_CLAYB-1,,,Tesla Motors Limited,E,TRUE,ClayTye Farm 1 Battery Storage,TESLA,-49.5,49.5,P,0.0083715,-19.8,-19.8,19.8,19.8,TRUE,FALSE,_A,Eastern GSP Group,
CLAYB-2,E_CLAYB-2,,,Tesla Motors Limited,E,TRUE,ClayTye Farm 2 Battery Storage,TESLA,-49.5,49.5,P,0.0083715,-19.8,-19.8,19.8,19.8,TRUE,FALSE,_A,Eastern GSP Group,
ILMEB-1,E_ILMEB-1,,,Tesla Motors Limited,E,TRUE,Ilmer Lane BESS,TESLA,-49.5,49.5,P,0.0083715,-19.8,-19.8,19.8,19.8,TRUE,FALSE,_A,Eastern GSP Group,
THMRB-1,E_THMRB-1,,,Tesla Motors Limited,E,TRUE,Thame Road  BESS,TESLA,-49.5,49.5,P,0.0083715,-19.8,-19.8,19.8,19.8,TRUE,FALSE,_A,Eastern GSP Group,
AG-HLIM04,2__HANGE004,,,Limejump Energy Limited,S,TRUE,2__HANGE004,ANGEL,-51.835,49.335,C,0.0225389,-0.612,-0.617,0.582,0.587,FALSE,FALSE,_H,Southern,
HSSE01,2__HIMPO002,,,SSE Energy Supply Limited,S,TRUE,2__HIMPO002,SSE,-51.356,49.197,C,0.0225389,-20.542,-20.542,19.679,19.679,TRUE,FALSE,_H,Southern,
AG-AFLX01,2__AFLEX001,,,Flexitricity Limited,S,TRUE,2__AFLEX001,FLEXTRCY,0,49,C,0.0049362,0,0,10.29,10.29,FALSE,FALSE,_A,Eastern GSP Group,
AG-AFLX02,2__AFLEX002,,,Flexitricity Limited,S,TRUE,2__AFLEX002,FLEXTRCY,0,49,C,0.0049362,0,0,10.29,10.29,FALSE,FALSE,_A,Eastern GSP Group,
AG-AFLX03,2__AFLEX003,,,Flexitricity Limited,S,TRUE,2__AFLEX003,FLEXTRCY,0,49,C,0.0083715,0,0,2.504,2.504,FALSE,FALSE,_A,Eastern GSP Group,
AG-AFLX04,2__AFLEX004,,,Flexitricity Limited,S,TRUE,2__AFLEX004,FLEXTRCY,0,49,C,0.0083715,0,0,2.298,2.298,FALSE,FALSE,_A,Eastern GSP Group,
AG-AFLX05,2__AFLEX005,,,Flexitricity Limited,S,TRUE,2__AFLEX005,FLEXTRCY,0,49,C,0.0083715,0,0,1.563,1.563,FALSE,FALSE,_A,Eastern GSP Group,
AG-BFLX01,2__BFLEX001,,,Flexitricity Limited,S,TRUE,2__BFLEX001,FLEXTRCY,-7.314,49,C,0.0149883,-0.055,-0.063,0.368,0.421,FALSE,FALSE,_B,East Midlands,
AG-BFLX02,2__BFLEX002,,,Flexitricity Limited,S,FALSE,2__BFLEX002,FLEXTRCY,0,49,C,0.0149883,0,0,10.29,10.29,FALSE,FALSE,_B,East Midlands,
AG-BFLX03,2__BFLEX003,,,Flexitricity Limited,S,TRUE,2__BFLEX003,FLEXTRCY,0,49,C,0.0149883,0,0,7.923,7.923,FALSE,FALSE,_B,East Midlands,
AG-BFLX04,2__BFLEX004,,,Flexitricity Limited,S,TRUE,2__BFLEX004,FLEXTRCY,-24.73,49,C,0.0149883,-0.185,-0.208,0.368,0.412,FALSE,FALSE,_B,East Midlands,
AG-EFLX01,2__EFLEX001,,,Flexitricity Limited,S,FALSE,2__EFLEX001,FLEXTRCY,0,49,C,0.0217983,0,0,10.29,10.29,FALSE,FALSE,_E,Midlands,
AG-EFLX02,2__EFLEX002,,,Flexitricity Limited,S,TRUE,2__EFLEX002,FLEXTRCY,0,49,C,0.0217983,0,0,10.29,10.29,FALSE,FALSE,_E,Midlands,
AG-EFLX03,2__EFLEX003,,,Flexitricity Limited,S,TRUE,2__EFLEX003,FLEXTRCY,0,49,C,0.0217983,0,0,0.358,0.358,FALSE,FALSE,_E,Midlands,
AG-EFLX04,2__EFLEX004,,,Flexitricity Limited,S,TRUE,2__EFLEX004,FLEXTRCY,0,49,C,0.0217983,0,0,1.063,1.063,FALSE,FALSE,_E,Midlands,
AG-FFLX01,2__FFLEX001,,,Flexitricity Limited,S,TRUE,2__FFLEX001,FLEXTRCY,-3.103,49,C,-0.0004839,-0.046,-0.092,0.73,1.46,FALSE,FALSE,_F,_F - Northern,
AG-GFLX01,2__GFLEX001,,,Flexitricity Limited,S,TRUE,2__GFLEX001,FLEXTRCY,0,49,C,0.0039537,0,0,4.082,4.082,FALSE,FALSE,_G,North Western,
AG-GFLX02,2__GFLEX002,,,Flexitricity Limited,S,TRUE,2__GFLEX002,FLEXTRCY,0,49,C,0.0039537,0,0,0.921,0.921,FALSE,FALSE,_G,North Western,
AG-GFLX03,2__GFLEX003,,,Flexitricity Limited,S,TRUE,2__GFLEX003,FLEXTRCY,0,49,C,0.0039537,0,0,9.874,9.874,FALSE,FALSE,_G,North Western,
AG-GFLX04,2__GFLEX004,,,Flexitricity Limited,S,TRUE,2__GFLEX004,FLEXTRCY,0,49,C,0.0039537,0,0,10.29,10.29,FALSE,FALSE,_G,North Western,
AG-HFLX01,2__HFLEX001,,,Flexitricity Limited,S,TRUE,2__HFLEX001,FLEXTRCY,0,49,C,0.0225389,0,0,0.421,0.421,FALSE,FALSE,_H,Southern,
AG-KFLX01,2__KFLEX001,,,Flexitricity Limited,S,TRUE,2__KFLEX001,FLEXTRCY,0,49,C,0.0211515,0,0,0.872,0.872,FALSE,FALSE,_K,South Wales,
AG-LFLX01,2__LFLEX001,,,Flexitricity Limited,S,TRUE,2__LFLEX001,FLEXTRCY,-20.2,49,C,0.024847,-0.198,-0.149,0.48,0.363,FALSE,FALSE,_L,South Western,
AG-MFLX01,2__MFLEX001,,,Flexitricity Limited,S,TRUE,2__MFLEX001,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,
AG-MFLX02,2__MFLEX002,,,Flexitricity Limited,S,TRUE,2__MFLEX002,FLEXTRCY,0,49,C,0.0044623,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,
AG-MFLX03,2__MFLEX003,,,Flexitricity Limited,S,TRUE,2__MFLEX003,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,
AG-MFLX04,2__MFLEX004,,,Flexitricity Limited,S,TRUE,2__MFLEX004,FLEXTRCY,0,49,C,-0.0043908,0,0,10.29,10.29,FALSE,FALSE,_M,Yorkshire,
AG-NFLX01,2__NFLEX001,,OTHER,Flexitricity Limited,S,TRUE,2__NFLEX001,FLEXTRCY,0,49,C,-0.0377779,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX02,2__NFLEX002,,,Flexitricity Limited,S,TRUE,2__NFLEX002,FLEXTRCY,0,49,C,-0.0377779,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX03,2__NFLEX003,,,Flexitricity Limited,S,TRUE,2__NFLEX003,FLEXTRCY,0,49,C,-0.0377779,0,0,2.391,2.391,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX04,2__NFLEX004,,,Flexitricity Limited,S,TRUE,2__NFLEX004,FLEXTRCY,0,49,C,-0.0377779,0,0,2.612,2.612,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX05,2__NFLEX005,,,Flexitricity Limited,S,TRUE,2__NFLEX005,FLEXTRCY,0,49,C,-0.0377779,0,0,1.254,1.254,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX06,2__NFLEX006,,,Flexitricity Limited,S,TRUE,2__NFLEX006,FLEXTRCY,0,49,C,-0.0377779,0,0,1.798,1.798,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX07,2__NFLEX007,,,Flexitricity Limited,S,TRUE,2__NFLEX007,FLEXTRCY,0,49,C,-0.0377779,0,0,1,1,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-NFLX08,2__NFLEX008,,,Flexitricity Limited,S,TRUE,2__NFLEX008,FLEXTRCY,0,49,C,-0.0377779,0,0,10.29,10.29,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
AG-PFLX01,2__PFLEX001,,OTHER,Flexitricity Limited,S,TRUE,2__PFLEX001,FLEXTRCY,-49.522,49,C,-0.0560366,-0.431,-0.421,0.426,0.417,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
AG-PFLX02,2__PFLEX002,48W000AG-PFLX02W,OTHER,Flexitricity Limited,S,TRUE,2__PFLEX002,FLEXTRCY,0,49,C,-0.0560366,0,0,10.29,10.29,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
ARNKB-2,E_ARNKB-2,,,Flexitricity Limited,E,TRUE,Hutton Battery Storage,FLEXTRCY,-7.847,49,C,0.0083715,-3.139,-3.139,19.6,19.6,TRUE,FALSE,_A,Eastern GSP Group,
BRGDG-1,2__MCNDL001,,,NEAS Energy Ltd.,S,TRUE,Brigg DG,CNDA,0,49,C,0.0044623,0,0,3.788,3.788,FALSE,FALSE,_M,Yorkshire,
DRAXD-1,E__MDRX001,,,Drax Power Ltd,E,TRUE,E__MDRX001,DRAX,-90,49,P,0.0044623,-36,-36,19.6,19.6,TRUE,FALSE,_M,Yorkshire,
RASSP-1,E_RASSP-1,,,Flexitricity Limited,E,TRUE,Rassau Sync Con  Set,FLEXTRCY,-2.366,49,C,0.0211515,-0.946,-0.946,19.6,19.6,TRUE,FALSE,_K,South Wales,
ROOSB-1,E_ROOSB-1,,,CBS ENERGY STORAGE ASSETS LTD,E,TRUE,Roosecote BESS,REGPOWER,-49,49,C,0.0039537,-19.6,-19.6,19.6,19.6,TRUE,FALSE,_G,North Western,
TOLLB-1,E_TOLLB-1,,,Tollgate Energy Storage Ltd,E,TRUE,Tollgate Energy Storage,TOLL,-49,49,P,0.0083715,-19.6,-19.6,19.6,19.6,TRUE,FALSE,_A,Eastern GSP Group,
PETEM3,E_PETEM3,,,River Nene Power Limited,E,TRUE,Peterborough Power 3,CENPB,-48.5,48.838,C,0.0083715,-4.54,-4.54,4.571,4.571,FALSE,FALSE,_A,Eastern GSP Group,
GFSE01,2__GFSEN005,,,F & S Energy Ltd.,S,TRUE,2__GFSENOK5,FSE0001,-48.84,48.783,C,-0.0086334,-18.545,-15.673,18.523,15.654,FALSE,FALSE,_G,North Western,
AG-BEDF04,2__BLOND004,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate E Mids 04,LENCO,-50.56,48.282,C,0.0149883,-20.421,-17.539,19.501,16.749,FALSE,FALSE,_B,East Midlands,
AG-MCET01,2__MCNDL002,,,NEAS Energy Ltd.,S,TRUE,Brigg DG-2,CNDA,0,48,C,0.0044623,0,0,10.08,10.08,FALSE,FALSE,_M,Yorkshire,
BROCW-1,T_BROCW-1,,WIND,Smartestenergy Limited,T,TRUE,Broken Cross WF,SMARTEST,-1,48,C,-0.0377779,-0.4,-0.4,19.2,19.2,TRUE,FALSE,,,
BURGH-1,E_BURGH-1,,,SSEPG (Operations) Ltd,E,TRUE,Burghfield Power Station,SSEPGO,-1.4,48,P,0.0225389,-0.56,-0.56,19.2,19.2,TRUE,FALSE,_H,Southern,
CHICK-1,E_CHICK-1,,,SSEPG (Operations) Ltd,E,TRUE,Chickerell Power Station,SSEPGO,-1.4,48,P,0.0225389,-0.56,-0.56,19.2,19.2,TRUE,FALSE,_H,Southern,
CRMLW-1,T_CRMLW-1,48W00000CRMLW-1E,WIND,EDF Energy Customers Limited,T,TRUE,Corriemoillie,LENCO,0,48,C,-0.0560366,0,0,19.2,19.2,TRUE,FALSE,,,
HLTWW-1,E_HLTWW-1,48W00000HLTWW-1U,WIND,SP Energy Retail Ltd,E,TRUE,Hill of Towie,SPSUP01,-1,48,P,-0.0560366,-0.4,-0.4,19.2,19.2,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
GFSE02,2__GFSEN006,,,F & S Energy Ltd.,S,TRUE,2__GFSENOK6,FSE0001,-47.926,46.138,C,-0.0042063,-19.774,-16.511,19.037,15.895,FALSE,FALSE,_G,North Western,
CRGHW-1,T_CRGHW-1,48W00000CRGHW-1X,WIND,Statkraft Markets Gmbh,T,TRUE,Carraig Gheal Wind Farm,STATKRA1,-0.2,46,P,-0.0560366,-0.08,-0.08,18.4,18.4,TRUE,FALSE,,,
DOUGW-1,T_DOUGW-1,,WIND,Erova Energy Limited,T,TRUE,T-DOUGW-1,EROVAIRL,-0.532,45,P,-0.0377779,-0.213,-0.213,18,18,TRUE,FALSE,,,
SWA-ENR01,2__KENRD000,,,British Gas Trading Ltd,G,TRUE,2__KENRD000,BRITGAS,-70.339,44,C,0.0211515,-18.773,-5.775,11.744,3.612,FALSE,FALSE,_K,South Wales,
YEP-ATL01,2__MIMPO000,,,SSE Energy Supply Limited,G,TRUE,2__MIMPO000,SSE,-130.28,43.8,C,0.0044623,-67.915,-50.796,22.833,17.078,FALSE,FALSE,_M,Yorkshire,
BTUIW-2,E_BTUIW-2,48W00000BTUIW-2A,WIND,SP Renewables (UK) Limited,E,TRUE,Beinn An Tuirc 2,SPCRE01,-2.334,43.72,P,-0.0560366,-0.934,-0.934,17.488,17.488,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
CLAC-1,E_CLAC-1,48W000000CLAC-1N,NPSHYD,SSE Generation Ltd,E,TRUE,Clachan G1,SSEGEN,-0.226,43.38,P,-0.0560366,-0.09,-0.09,17.352,17.352,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
TIBG-1,E_TGP1,,,ESBIG Trading Ltd,E,TRUE,Tilbury Green Power One,ESBIGT,0,43,P,0.0083715,0,0,17.2,17.2,TRUE,FALSE,_A,Eastern GSP Group,
WDRGW-1,T_WDRGW-1,,WIND,Windy Rig Wind Farm Limited,T,TRUE,Windy Rig Wind Farm,WINDYRIG,-0.76,42.8,P,-0.0377779,-0.304,-0.304,17.12,17.12,TRUE,FALSE,,,
NSC-SPC01,2__PSPOW000,,,SP Energy Retail Ltd,G,TRUE,2__PSPOW000,SPSUP01,-52.8,42.657,C,-0.0560366,-17.704,-19.784,14.303,15.984,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
ACHRW-1,T_ACHRW-1,48W00000ACHRW-1O,WIND,Mobius Renewables Gen. (GB2,T,TRUE,AChruach Wind Farm,AIRGEN2,-2,42.6,P,-0.0560366,-0.8,-0.8,17.04,17.04,TRUE,FALSE,,,
AG-ASTK03,2__ASTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_A4,STATKRA1,-4,42,C,0.0083715,-0.655,-0.268,6.875,2.814,FALSE,FALSE,_A,Eastern GSP Group,
CAIRW-2,2__PSTAT001,48W00000CAIRW-2E,WIND,Statkraft Markets Gmbh,S,TRUE,STAT P2 North Scotland,STATKRA1,0,42,C,-0.0560366,0,0,8.82,8.82,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
DALQW-1,T_DALQW-1,,WIND,Statkraft Markets Gmbh,T,TRUE,Dalquhandy  Wind Farm,STATKRA1,-0.5,42,P,-0.0377779,-0.2,-0.2,16.8,16.8,TRUE,FALSE,,,
ARNKB-1,E_ARNKB-1,,,Arenko Cleantech Limited,E,TRUE,AR0006-BLOX,AG,-41.62,41.66,P,0.0217983,-16.648,-16.648,16.664,16.664,TRUE,FALSE,_E,Midlands,
SLOY-3,T_SLOY-3,48W000000SLOY-38,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G3,SSEGEN,-0.026,41.46,P,-0.0560366,-0.01,-0.01,16.584,16.584,TRUE,FALSE,,,
EDINW-1,T_EDINW-1,48W10000EDINW-1N,WIND,Vattenfall Wind Power Ltd,T,TRUE,Edinbane Windfarm,VWPL,-0.34,41.4,P,-0.0560366,-0.136,-0.136,16.56,16.56,TRUE,FALSE,,,
CUPAB-1,E_CUPAB-1,,OTHER,Affect Energy Ltd,E,TRUE,Coupar Battery Storage,COPPER,-41.543,41.314,C,-0.0560366,-16.617,-16.617,16.526,16.526,TRUE,FALSE,_P,NORTH of SCOTLAND GSP,
SLOY-2,T_SLOY-2,48W000000SLOY-2A,NPSHYD,SSE Generation Ltd,T,TRUE,Sloy G2,SSEGEN,-0.022,41,P,-0.0560366,-0.009,-0.009,16.4,16.4,TRUE,FALSE,,,
